cell_id,lat,lon,zone_name,hsi_class,ndvi,ndwi,albedo,building_density,building_height,air_temp,humidity,wind_speed,svf,lulc_water,lulc_vegetation,lulc_built_up,lulc_road,lulc_bare,ndvi_x_albedo,bldg_density_x_wind
cell_16.7103_74.2705,16.7103,74.2705,Shahu Market Yard,Hot Zone,0.18343335,0.28423434,0.08185969,6.41176,0.400173,0.82873505,0.2301703,-0.4572946,0.77016896,8.4800624e-05,0.019612137,0.0032843733,-3.5138557e-05,-0.000101703474,0.20424339,0.31294084
cell_16.7103_74.2730,16.7103,74.273,Shahu Market Yard,Warm Zone,0.24653488,0.17988127,0.08209262,1.1910918,0.15401022,0.9194263,0.10015991,-0.7681491,0.0733326,0.0002285596,0.021793773,0.0048698373,-0.00010989231,1.9047906e-05,0.37338886,0.2495458
cell_16.7103_74.2755,16.7103,74.2755,Shahu Market Yard,Cool Zone,0.4939597,0.3271678,-0.05067476,-7.84122,-0.22983335,0.94940746,0.12172484,-0.7771971,-1.0162717,0.0002285596,0.08077434,0.0002815226,-0.00012108068,0.00054696563,-0.0068965456,-0.31297192
cell_16.7103_74.2780,16.7103,74.278,Shahu Market Yard,Mild Zone,0.2488158,0.28139293,-0.062439132,-0.67755806,0.2575893,0.9116117,0.12936404,-0.65091443,0.05053428,0.0002285596,0.020195026,0.0048938757,-0.000113732225,1.9047906e-05,0.20370142,0.29381478
cell_16.7103_74.2805,16.7103,74.2805,Shahu Market Yard,Hot Zone,0.11604111,0.25443512,-0.019212412,6.431326,-0.05167671,0.72939986,0.12484364,-0.52833354,0.7686651,0.0002285596,0.020155046,0.0049181045,7.653225e-05,1.9047906e-05,-0.13570358,0.30044177
cell_16.7103_74.2830,16.7103,74.283,Shahu Market Yard,Mild Zone,-0.02117241,0.36273158,0.046265155,-3.458345,0.52513665,1.0775065,0.22228071,-0.6207401,-0.60956454,0.0002285596,0.024943054,0.013240033,9.223055e-05,1.9047906e-05,0.035067726,1.0139318
cell_16.7103_74.2855,16.7103,74.2855,Shahu Market Yard,Cool Zone,-0.3634219,0.19937532,0.019317921,-5.094674,0.05063935,0.8040702,0.51676923,-0.6464356,-0.4732306,0.0002285596,0.024943054,0.011723615,-0.0028458578,1.5038424e-05,-0.21697372,0.5900002
cell_16.7103_74.2880,16.7103,74.288,Shahu Market Yard,Cool Zone,-2.219848,-0.19886887,-0.06374591,-8.985155,-0.21497802,0.89357066,-0.050436713,-0.8307273,-0.90523154,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,-9.849168e-05,-0.76012385,-0.46759844
cell_16.7128_74.1905,16.7128,74.1905,Mangalwar Peth,Cool Zone,-2.219848,-0.19886887,-0.06374591,-8.985155,-0.21497802,0.89357066,-0.050436713,-0.8307273,-0.90523154,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,-9.849168e-05,-0.76012385,-0.46759844
cell_16.7128_74.1930,16.7128,74.193,Mangalwar Peth,Cool Zone,-2.2702432,-0.18456316,-0.07637854,-8.989432,-0.21783951,0.86176634,-0.07367145,-0.7888863,-1.0156373,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,1.5038424e-05,-0.7821066,-0.47362158
cell_16.7128_74.1955,16.7128,74.1955,Mangalwar Peth,Cool Zone,-2.2663405,-0.19329394,-0.065545246,-8.989195,-0.21839459,0.85159576,-0.07660016,-0.7510142,-0.89563143,0.0002285596,-0.4149968,-0.00031131943,-0.00053118385,1.5038424e-05,-0.78418523,-0.47364223
cell_16.7128_74.1980,16.7128,74.198,Mangalwar Peth,Cool Zone,-2.1894462,-0.19635816,-0.060965672,-8.994917,-0.21571125,0.876177,-0.04958085,-0.87884104,-1.0792254,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.0041047954,-0.75002813,-0.47919554
cell_16.7128_74.2005,16.7128,74.2005,Mangalwar Peth,Cool Zone,-2.2389529,-0.22909941,-0.09103905,-8.981083,-0.21923637,0.62836415,0.0023498593,-0.6888754,-0.9108584,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,1.5038424e-05,-0.7991405,-0.4750066
cell_16.7128_74.2030,16.7128,74.203,Mangalwar Peth,Cool Zone,0.54095775,-0.32946402,0.117632516,-7.9964895,-0.24479342,0.6749071,0.28131887,-0.59453654,-0.79304826,-7.9564474e-05,0.081301115,6.57739e-05,-0.00010689178,-9.849168e-05,0.23886298,-0.32603174
cell_16.7128_74.2055,16.7128,74.2055,Mangalwar Peth,Cool Zone,0.53633255,-0.48438513,0.018207688,-8.077552,-0.24172619,0.886562,0.15827517,-0.76943105,-1.0607513,-5.2961812e-05,0.081301115,-8.581657e-05,-0.00010689178,0.00052413286,0.1715719,-0.37467775
cell_16.7128_74.2080,16.7128,74.208,Mangalwar Peth,Mild Zone,-0.0703079,0.2654507,0.048276633,-3.454693,0.11270448,1.0403532,0.29273674,-0.62911206,-0.60409373,0.0002285596,0.024943054,0.013206372,-7.7129866e-05,1.9047906e-05,-0.19708376,0.96442103
cell_16.7128_74.2105,16.7128,74.2105,Mangalwar Peth,Cool Zone,-0.34691027,0.11312375,0.021165218,-5.409213,0.12120359,0.8477636,0.46280494,-0.6165625,-0.76170015,0.0002285596,0.024746122,0.009967306,-6.8164125e-05,1.5038424e-05,-0.1617749,0.5441416
cell_16.7128_74.2130,16.7128,74.213,Mangalwar Peth,Cool Zone,0.1196471,0.5200312,0.08381214,-6.9371185,0.17049463,0.77261966,0.16125277,-0.5817183,-0.6055708,0.0002285596,0.057452515,0.0007248363,-0.0027189162,1.5038424e-05,-0.04407343,0.5123736
cell_16.7128_74.2155,16.7128,74.2155,Mangalwar Peth,Cool Zone,0.1828397,0.5516281,-0.010149646,-7.6467566,-0.24285515,0.71892935,0.09079137,-0.7312833,-0.74342567,0.0002285596,0.081411,0.011719542,-0.00040507983,4.8680886e-05,-0.35749075,-0.31167534
cell_16.7128_74.2180,16.7128,74.218,Mangalwar Peth,Cool Zone,0.70073783,0.68684345,-0.052943233,-7.753759,-0.23036441,0.96323466,0.16894715,-0.68390435,-0.74531394,0.00013260746,0.081937775,0.00043956863,-0.00010689178,0.0005456284,0.44961736,-0.31270614
cell_16.7128_74.2205,16.7128,74.2205,Mangalwar Peth,Cool Zone,-2.2201552,-0.17882545,-0.07737904,-8.986106,-0.21434677,0.8686355,-0.041560583,-0.81732064,-0.8600769,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,-9.849168e-05,-0.77384216,-0.4676626
cell_16.7128_74.2230,16.7128,74.223,Mangalwar Peth,Cool Zone,-2.2442777,-0.17939712,-0.075295,-8.986535,-0.21440636,0.8620892,-0.058799587,-0.7983348,-0.9061041,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,-9.849168e-05,-0.7806344,-0.47091216
cell_16.7128_74.2255,16.7128,74.2255,Mangalwar Peth,Cool Zone,-0.28338313,0.49126485,-0.031409215,-6.8955455,0.21268229,0.7805287,0.100112915,-0.88056844,-0.82273406,0.0002285596,0.057452515,0.010086028,-0.00053118385,-9.849168e-05,-0.37286565,0.44339886
cell_16.7128_74.2280,16.7128,74.228,Shivaji Park,Warm Zone,0.09730197,-0.05788669,-0.082018115,1.4682735,0.19027531,0.80611354,0.124840975,-0.74797857,-0.19750088,0.0002285596,0.020155046,0.0049185096,7.653225e-05,1.9047906e-05,-0.06022652,0.23390281
cell_16.7128_74.2305,16.7128,74.2305,Shivaji Park,Hot Zone,0.14244765,0.27483645,0.05254986,6.3921037,0.092259385,0.9254503,0.18025854,-0.4725929,0.7718062,0.0002285596,0.019612137,0.004864629,7.2833645e-06,1.4691743e-05,0.026028126,0.2976827
cell_16.7128_74.2330,16.7128,74.233,Shivaji Park,Hot Zone,0.097907454,0.20595135,0.03324861,6.433231,0.4181101,0.9108758,0.16451024,-0.46243078,0.78883976,0.0002285596,0.019612137,0.004865034,-1.8076098e-06,1.4691743e-05,-0.010229471,0.3018721
cell_16.7128_74.2355,16.7128,74.2355,Shivaji Park,Hot Zone,0.0882906,0.50201154,0.021407226,4.9324856,0.03810569,0.6716026,0.11360539,-0.53708786,0.7882057,0.0002285596,0.020873172,0.0048371935,-9.963708e-05,1.9047906e-05,0.07799182,0.28757983
cell_16.7128_74.2380,16.7128,74.238,Shivaji Park,Hot Zone,0.17443599,0.12778926,-0.16267678,6.33629,-0.07753391,0.73095983,0.06446184,-0.38574412,0.72133416,8.4800624e-05,0.019612137,0.0021853764,0.00011736028,-0.000101703474,-0.14664973,0.27986047
cell_16.7128_74.2405,16.7128,74.2405,Shivaji Park,Hot Zone,0.10366981,-0.18931009,0.018157294,3.0589578,0.23833756,0.9524227,0.08690429,-0.4953372,0.6839381,0.0002285596,0.019415205,0.0048706117,9.223055e-05,1.4691743e-05,0.05703789,0.31353125
cell_16.7128_74.2430,16.7128,74.243,Shivaji Park,Hot Zone,0.14343262,0.11133755,-0.15765437,6.3611135,-0.0032642311,0.7772477,0.068381615,-0.535127,0.76291513,8.4800624e-05,0.019612137,0.0021853764,6.269394e-05,1.4691743e-05,-0.17442882,0.28925538
cell_16.7128_74.2455,16.7128,74.2455,Shivaji Park,Hot Zone,0.08392343,0.3429088,0.13683178,6.3830957,0.52962095,0.75658125,0.19363004,-0.4389358,0.8102214,8.4800624e-05,0.019612137,0.0034178817,0.00014689688,1.4691743e-05,0.088104196,0.32947716
cell_16.7128_74.2480,16.7128,74.248,Shivaji Park,Hot Zone,0.15863396,0.4130249,-0.14613867,6.378101,0.07246277,0.7252124,0.1084446,-0.5238729,0.7792604,8.4800624e-05,0.020539068,0.002184971,7.653225e-05,1.4691743e-05,-0.1857949,0.26746777
cell_16.7128_74.2505,16.7128,74.2505,Shivaji Park,Hot Zone,0.041999247,-0.05277677,-0.13241248,6.387126,0.039063033,0.97281003,0.009527756,-0.4870257,0.7619681,0.0002285596,0.019612137,0.004878179,-0.000109176995,1.4691743e-05,-0.0640507,0.2878931
cell_16.7128_74.2530,16.7128,74.253,Shivaji Park,Hot Zone,0.1305239,0.09101238,0.062032815,6.376722,0.051361367,0.9021482,0.06713046,-0.4881069,0.7605279,8.4800624e-05,0.019612137,0.0032847787,4.5615525e-05,1.4691743e-05,0.004956836,0.30536488
cell_16.7128_74.2555,16.7128,74.2555,Shivaji Park,Hot Zone,-0.23070247,0.22562703,0.014880862,6.3778634,0.012246644,0.62394965,0.15294467,-0.4881716,0.78968287,0.0002285596,0.020155046,0.0048616948,6.269394e-05,1.9047906e-05,0.04435081,0.32542434
cell_16.7128_74.2580,16.7128,74.258,Shahu Market Yard,Hot Zone,0.07211,-0.19262269,-0.0064466693,6.378803,0.14655983,0.98073757,0.08055235,-0.39484155,0.76927894,8.4800624e-05,0.019415205,0.003260335,7.7448203e-07,1.4691743e-05,0.1615406,0.3159702
cell_16.7128_74.2605,16.7128,74.2605,Shahu Market Yard,Hot Zone,-0.16404079,0.0014052184,0.03977049,6.2693925,0.28669947,0.7436577,0.07437131,-0.3541237,0.7570499,8.4800624e-05,0.019612137,0.0033044852,0.00014689688,1.4691743e-05,-0.123885125,0.29597417
cell_16.7128_74.2630,16.7128,74.263,Shahu Market Yard,Hot Zone,0.113876924,0.26308343,0.031019786,6.24329,0.38989648,0.79223883,0.30281115,-0.5448912,0.77523005,0.0002285596,0.019612137,0.004877774,9.223055e-05,1.4691743e-05,-0.19063422,0.2872082
cell_16.7128_74.2655,16.7128,74.2655,Shahu Market Yard,Warm Zone,0.2377851,0.3099926,-0.072515115,2.1416385,0.11247205,0.8376712,0.13064751,-0.910669,0.56652856,0.0002285596,0.020195026,0.0048938757,-0.00010318942,1.9047906e-05,0.16600057,0.28053746
cell_16.7128_74.2680,16.7128,74.268,Shahu Market Yard,Hot Zone,-0.10902714,0.27359945,0.07757358,6.339277,0.6087566,0.61184055,0.15345445,-0.42474192,0.7874327,8.4800624e-05,0.019612137,0.0033072294,9.223055e-05,1.4691743e-05,0.07151685,0.3100304
cell_16.7128_74.2705,16.7128,74.2705,Shahu Market Yard,Hot Zone,0.0013528091,0.4694311,-0.012242512,6.4040537,-0.05113977,0.7625074,0.09588626,-0.5102343,0.7739719,8.4800624e-05,0.020539068,0.003259621,6.269394e-05,1.4691743e-05,0.11321964,0.28759265
cell_16.7128_74.2730,16.7128,74.273,Shahu Market Yard,Warm Zone,0.11973447,0.23509844,-0.03203855,0.8439775,-0.049260996,0.9373188,0.0023022136,-0.6615444,-0.011221776,0.0002285596,0.020195026,0.0049050087,3.177722e-05,1.9047906e-05,-0.02625525,0.29112568
cell_16.7128_74.2755,16.7128,74.2755,Shahu Market Yard,Cool Zone,-2.2763078,-0.19757254,-0.06295515,-8.985301,-0.21410927,0.83795714,-0.096628614,-0.74872285,-0.8368338,0.0002285596,-0.4149968,-0.0002784661,-0.00053118385,1.5038424e-05,-0.7827739,-0.47120887
cell_16.7128_74.2780,16.7128,74.278,Shahu Market Yard,Cool Zone,-0.16804682,0.39782465,-0.019484244,-6.8345003,0.0805138,0.73074806,0.04118824,-0.7065875,-0.7354703,0.0002285596,0.057452515,0.009991749,-0.0005407811,1.5038424e-05,-0.43763924,0.47852647
cell_16.7128_74.2805,16.7128,74.2805,Shahu Market Yard,Mild Zone,0.32256207,0.29025558,0.061824363,1.2501045,-0.040360816,0.9151198,0.14736345,-0.73699707,-0.018778529,0.0002285596,0.020195026,0.004894281,-0.000107838394,1.9047906e-05,0.256318,0.26742014
cell_16.7128_74.2830,16.7128,74.283,Shahu Market Yard,Mild Zone,0.17919928,0.3466759,-0.020735828,-3.223843,0.1436656,1.0032575,0.13421679,-0.5661796,-0.47193807,0.0002285596,0.024943054,0.013239975,4.5615525e-05,1.9047906e-05,0.037180305,1.0069003
cell_16.7128_74.2855,16.7128,74.2855,Shahu Market Yard,Cool Zone,-2.1990812,-0.1977228,-0.057373475,-8.996845,-0.21511437,0.8983362,-0.03532233,-0.8936693,-1.0429343,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.0041047954,-0.73980784,-0.47330946
cell_16.7128_74.2880,16.7128,74.288,Shahu Market Yard,Cool Zone,0.4896133,0.55337495,-0.06492329,-7.83603,-0.20105807,0.8680202,0.16577916,-0.70795566,-0.85238606,0.0002285596,0.081411,0.0046509644,-0.00011287937,4.8680886e-05,-0.15676482,-0.29714
cell_16.7153_74.1905,16.7153,74.1905,Mangalwar Peth,Cool Zone,-2.2663069,-0.19326328,-0.06553851,-8.989195,-0.21839459,0.8516013,-0.07772865,-0.7510196,-0.89073193,0.0002285596,-0.4149968,-0.00031671085,-0.00053118385,1.5038424e-05,-0.7835314,-0.47120887
cell_16.7153_74.1930,16.7153,74.193,Mangalwar Peth,Cool Zone,0.11613232,0.45060098,-0.07351126,-7.7183847,-0.2084369,0.8398677,0.046131235,-0.6767319,-0.79239506,0.0002285596,0.081411,0.0006825176,-0.00053118385,4.8680886e-05,-0.599562,-0.3042952
cell_16.7153_74.1955,16.7153,74.1955,Mangalwar Peth,Cool Zone,-2.2644975,-0.19633879,-0.08186264,-8.989432,-0.21790425,0.8672203,-0.072563805,-0.7411175,-1.0045899,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,1.5038424e-05,-0.7810922,-0.47364223
cell_16.7153_74.1980,16.7153,74.198,Mangalwar Peth,Cool Zone,0.5912515,-0.05774907,0.045420945,-7.725537,-0.23179537,0.86275023,0.066893294,-0.7083789,-0.8436237,0.00013260746,0.08077434,-0.0005596598,-0.00010689178,0.00052183704,0.19402525,-0.32895947
cell_16.7153_74.2005,16.7153,74.2005,Mangalwar Peth,Cool Zone,0.54535586,-0.1990868,0.11042255,-7.955008,-0.23729025,0.8712585,0.2512457,-0.60621303,-0.7813972,-5.2961812e-05,0.081301115,6.57739e-05,-0.00010689178,-9.849168e-05,0.15990336,-0.34896132
cell_16.7153_74.2030,16.7153,74.203,Mangalwar Peth,Cool Zone,0.5309832,-0.44804507,0.0563696,-8.063634,-0.23442903,0.87423015,0.13110399,-0.8046612,-1.0348711,-0.00013713575,0.081301115,-8.581657e-05,-0.00010689178,-0.00012615221,0.2823493,-0.36330515
cell_16.7153_74.2055,16.7153,74.2055,Mangalwar Peth,Cool Zone,0.46129847,-0.589786,0.09778895,-7.973132,-0.22512825,0.903063,0.22553934,-0.5161277,-0.8276461,-5.2961812e-05,0.08879217,6.57739e-05,-0.00010689178,-1.8804438e-05,0.47297472,-0.37033725
cell_16.7153_74.2080,16.7153,74.208,Mangalwar Peth,Mild Zone,-0.04253401,0.22386804,-0.09668938,-3.4184933,0.45062447,1.0088593,0.21530324,-0.7059264,-0.59376895,0.0002285596,0.024943054,0.013206777,9.223055e-05,1.9047906e-05,-0.11852933,0.9923338
cell_16.7153_74.2105,16.7153,74.2105,Mangalwar Peth,Mild Zone,0.21487105,0.2762965,0.041495167,-2.2910535,0.27496365,1.0241711,0.12971309,-0.6599758,-0.4049884,0.0002285596,0.024943054,0.008946986,-9.498811e-05,1.9047906e-05,0.210216,0.9938115
cell_16.7153_74.2130,16.7153,74.213,Mangalwar Peth,Cool Zone,0.31154567,0.58857465,0.04758205,-6.974581,0.049403153,0.9919422,0.12302932,-0.7451296,-0.8843823,0.0002285596,0.048459888,0.013340671,2.445199e-05,-0.00010100453,0.2543993,0.41826296
cell_16.7153_74.2155,16.7153,74.2155,Mangalwar Peth,Cool Zone,-2.219848,-0.19886887,-0.06374591,-8.985155,-0.21497802,0.89357066,-0.050436713,-0.8307273,-0.90523154,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,-9.849168e-05,-0.76012385,-0.46759844
cell_16.7153_74.2180,16.7153,74.218,Mangalwar Peth,Cool Zone,-2.2579446,-0.18004568,-0.07011229,-8.981142,-0.2143384,0.7634931,-0.09705726,-0.7675855,-0.88430667,0.0002285596,-0.4149968,-0.0002784661,-0.00053118385,1.5038424e-05,-0.77471477,-0.4717901
cell_16.7153_74.2205,16.7153,74.2205,Mangalwar Peth,Cool Zone,-2.2119672,-0.18836643,-0.06979702,-8.984864,-0.21494566,0.8857596,-0.0492108,-0.81419903,-0.89221525,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,-9.849168e-05,-0.75838464,-0.4676617
cell_16.7153_74.2230,16.7153,74.223,Mangalwar Peth,Cool Zone,-2.2747214,-0.19390315,-0.06511559,-8.987324,-0.21555375,0.83460444,-0.0778352,-0.7488475,-0.87365913,0.0002285596,-0.4149968,-0.0002784661,-0.00053118385,1.5038424e-05,-0.78201294,-0.47120887
cell_16.7153_74.2255,16.7153,74.2255,Mangalwar Peth,Cool Zone,-2.2702432,-0.18456316,-0.07637854,-8.989432,-0.21783951,0.86176634,-0.07367145,-0.7888863,-1.0156373,0.0002285596,-0.4149968,-0.00028712332,-0.00053118385,1.5038424e-05,-0.7821066,-0.47362158
cell_16.7153_74.2280,16.7153,74.228,Shivaji Park,Warm Zone,-0.099839635,0.39004678,-0.11193311,3.8428514,0.21796864,0.5153705,0.2304211,-0.66810167,0.9027648,0.0002285596,0.021121956,0.0048606764,9.223055e-05,1.9047906e-05,-0.29225343,0.28428066
cell_16.7153_74.2305,16.7153,74.2305,Shivaji Park,Hot Zone,-0.21305428,0.050033,0.037977573,6.326488,0.3892733,0.5951535,0.10444273,-0.51718587,0.78602463,0.0002285596,0.020155046,0.004804708,-5.9336646e-05,1.9047906e-05,-0.11827113,0.3102581
cell_16.7153_74.2330,16.7153,74.233,Shivaji Park,Cool Zone,0.3895228,-0.4791459,0.061777495,-8.068478,-0.2345798,0.8941605,0.096225515,-0.7048957,-1.0693765,-0.00013713575,0.081301115,-8.581657e-05,-0.00010689178,-0.00012615221,0.24164465,-0.3614497
cell_16.7153_74.2355,16.7153,74.2355,Shivaji Park,Cool Zone,0.5381265,-0.25587755,0.11928876,-7.9690003,-0.23092894,0.8587118,0.24895413,-0.6312199,-0.79227555,-0.00013713575,0.081301115,6.57739e-05,-0.00010689178,-9.849168e-05,0.24551931,-0.33672613
cell_16.7153_74.2380,16.7153,74.238,Shivaji Park,Hot Zone,0.26503077,0.49368367,0.034695107,5.798753,-0.07523576,0.7797654,0.25994602,-0.5662886,0.81302553,0.0002285596,0.021121956,0.0048938757,-9.963708e-05,1.9047906e-05,0.14755325,0.29113713
cell_16.7153_74.2405,16.7153,74.2405,Shivaji Park,Warm Zone,0.18224125,0.24066624,0.010700654,3.0162454,0.21540272,0.85861003,0.1442877,-0.7807973,0.99308974,0.0002285596,0.020195026,0.004894281,-0.00010387384,1.9047906e-05,0.07275073,0.31002593
cell_16.7153_74.2430,16.7153,74.243,Shivaji Park,Hot Zone,0.13096307,0.15788552,0.02201194,6.362076,0.42946315,0.83246464,0.12927021,-0.39603412,0.7532884,8.4800624e-05,0.019612137,0.0033079432,2.9109113e-05,1.4691743e-05,0.07684551,0.29697827
cell_16.7153_74.2455,16.7153,74.2455,Shivaji Park,Hot Zone,0.20324133,0.07712164,0.040091783,6.3934183,0.09984378,0.82897913,0.115332834,-0.48846397,0.75358987,8.4800624e-05,0.019612137,0.003260335,-0.000107838394,1.4691743e-05,0.1584975,0.29732338
cell_16.7153_74.2480,16.7153,74.248,Shivaji Park,Hot Zone,0.07313782,0.12456785,0.11303962,6.39456,0.06739206,0.88920605,0.0922468,-0.37215868,0.7625529,0.0002285596,0.019612137,0.0035320807,1.7032085e-05,1.4691743e-05,0.17873517,0.33520702
cell_16.7153_74.2505,16.7153,74.2505,Shivaji Park,Hot Zone,0.24290735,0.19933526,0.07388639,6.465294,0.40004784,0.9519844,0.1870994,-0.5354841,0.76385605,0.0002285596,0.019946242,0.004862351,-8.980489e-05,1.9047906e-05,0.22967117,0.3328526
cell_16.7153_74.2530,16.7153,74.253,Shivaji Park,Extreme Heat Hotspot,0.13877903,0.091356464,-0.014310177,6.361895,0.1608411,0.7139036,0.093001336,-0.3365823,0.7075495,8.4800624e-05,0.019612137,0.0052788393,0.00013589692,-0.000101703474,0.06826819,0.2835808
cell_16.7153_74.2555,16.7153,74.2555,Shivaji Park,Hot Zone,-0.1416256,0.2936124,-0.1455985,6.3063946,0.33010143,0.5819068,0.15564469,-0.5017334,0.7802441,8.4800624e-05,0.019612137,0.00011349603,0.00014689688,1.4691743e-05,-0.23699972,0.3004956
cell_16.7153_74.2580,16.7153,74.258,Shahu Market Yard,Hot Zone,0.21159427,0.119400695,0.07482867,6.4162,0.2835839,0.8962402,0.21282066,-0.45485923,0.7608263,0.0002285596,0.019612137,0.0035320807,-8.980489e-05,1.4691743e-05,0.18729922,0.31452352
cell_16.7153_74.2605,16.7153,74.2605,Shahu Market Yard,Hot Zone,-0.14010826,0.23642527,0.08907042,6.367,0.38518658,0.6559133,0.14984415,-0.48541495,0.7762359,0.0002285596,0.020539068,0.004869898,9.223055e-05,1.4691743e-05,0.058269065,0.2993236
cell_16.7153_74.2630,16.7153,74.263,Shahu Market Yard,Cool Zone,-0.32922313,0.26730567,0.02127317,-4.9683475,-0.018992085,0.8148583,0.60209984,-0.7093201,-0.690933,0.0002285596,0.023584599,0.009967306,-0.00053876615,1.5038424e-05,-0.3685587,0.59035754
cell_16.7153_74.2655,16.7153,74.2655,Shahu Market Yard,Cool Zone,-2.2208977,-0.19794582,-0.057275053,-8.996845,-0.21511437,0.89002043,-0.033765286,-0.8936693,-1.0112185,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.0041047954,-0.73976237,-0.47330946
cell_16.7153_74.2680,16.7153,74.268,Shahu Market Yard,Mild Zone,0.21131115,0.75924534,0.020829283,-3.5327342,0.42541063,0.97734064,0.3239592,-0.5564451,-0.52040595,0.0002285596,0.027832454,0.013214817,7.7448203e-07,1.9047906e-05,0.12791362,0.89903283
cell_16.7153_74.2705,16.7153,74.2705,Shahu Market Yard,Mild Zone,0.074965656,0.45979735,0.086368166,1.3934084,-0.1008266,0.85340095,0.09623961,-0.7745388,0.53506726,0.0002285596,0.021121956,0.0048936247,6.269394e-05,1.9047906e-05,-0.07476479,0.30085132
cell_16.7153_74.2730,16.7153,74.273,Shahu Market Yard,Cool Zone,-0.54009736,0.10771034,0.033306736,-5.4662004,0.2843511,0.8797528,0.50391614,-0.6726324,-0.76741725,0.0002285596,0.024746122,0.011826361,-5.4325817e-05,1.5038424e-05,-0.15982875,0.8096055
cell_16.7153_74.2755,16.7153,74.2755,Shahu Market Yard,Cool Zone,-2.1990812,-0.1977228,-0.057373475,-8.996845,-0.21511437,0.8983362,-0.03532233,-0.8936693,-1.0429343,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.0041047954,-0.73980784,-0.47330946
cell_16.7153_74.2780,16.7153,74.278,Shahu Market Yard,Cool Zone,0.63115513,0.64406097,-0.02173261,-7.7738156,-0.23190564,0.85772324,0.1911731,-0.67984295,-0.7184719,0.0002285596,0.081411,0.00043956863,-0.00010689178,0.00052183704,0.29683483,-0.3300371
cell_16.7153_74.2805,16.7153,74.2805,Shahu Market Yard,Cool Zone,-0.4975489,-0.123405285,0.043746557,-5.368967,0.16849184,0.80064505,0.4166497,-0.69782007,-0.74302286,0.0002285596,0.024746122,0.0039508,-0.0028458578,1.5038424e-05,-0.16202064,0.58493006
cell_16.7153_74.2830,16.7153,74.283,Shahu Market Yard,Cool Zone,0.27752957,0.045454826,0.06337944,-6.9669633,0.27026126,0.88663316,0.13387465,-0.66901153,-0.7228022,0.0002285596,0.05725558,9.360071e-05,-0.011000441,-9.849168e-05,0.23390928,0.37998918
cell_16.7153_74.2855,16.7153,74.2855,Shahu Market Yard,Cool Zone,-2.305798,-0.15418874,-0.06404341,-8.964203,-0.23459299,0.83954257,-0.093671136,-0.7706331,-0.6069389,0.0002285596,-0.4149968,-0.0002784661,-0.00053118385,1.9047906e-05,-0.7481878,-0.4745579
cell_16.7153_74.2880,16.7153,74.288,Shahu Market Yard,Cool Zone,-2.22064,-0.19886887,-0.06374591,-8.985155,-0.21497802,0.89357066,-0.051129103,-0.83030486,-0.9041697,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,-9.849168e-05,-0.76012385,-0.46759844
cell_16.7178_74.1905,16.7178,74.1905,Mangalwar Peth,Cool Zone,-2.209774,-0.2061453,-0.05994586,-8.985498,-0.21525265,0.9079967,-0.050464936,-0.8898514,-1.0010526,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,-0.00010100453,-0.74664587,-0.4743325
cell_16.7178_74.1930,16.7178,74.193,Mangalwar Peth,Cool Zone,-2.2208977,-0.19794582,-0.057275053,-8.996845,-0.21511437,0.89002043,-0.033765286,-0.8936693,-1.0112185,0.0002285596,-0.4149968,-0.00043871382,-0.00053118385,0.0041047954,-0.73976237,-0.47330946
cell_16.7178_74.1955,16.7178,74.1955,Mangalwar Peth,Cool Zone,-0.17278786,0.39468855,-0.015891897,-5.37479,-0.027196333,0.79507643,0.5981787,-0.61457783,-0.7118392,0.0002285596,0.023584599,-0.00051441474,-0.0028458578,1.5038424e-05,-0.068462394,0.5118863
cell_16.7178_74.1980,16.7178,74.198,Mangalwar Peth,Cool Zone,0.54116327,-0.45214716,0.11931675,-8.03648,-0.23206392,0.8349161,0.18974163,-0.68568754,-0.81238693,-0.00013713575,0.081301115,6.57739e-05,-0.00010689178,-0.00012363934,0.23756261,-0.36041796
cell_16.7178_74.2005,16.7178,74.2005,Mangalwar Peth,Cool Zone,0.6464266,-0.47896343,-0.017029993,-7.968254,-0.22226988,0.9149536,0.13388436,-0.7224464,-1.1058772,-5.2961812e-05,0.08879217,-8.581657e-05,-0.00010689178,0.00052285934,0.49936104,-0.36788803
cell_16.7178_74.2030,16.7178,74.203,Mangalwar Peth,Mild Zone,-0.057604432,0.4469472,-0.13781765,-0.57389605,0.090510845,0.5547515,0.19683613,-0.6207664,-0.5017705,0.0002285596,0.027832454,0.0048606764,6.269394e-05,1.9047906e-05,-0.14902242,0.27714682
